uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw
Q9NSC5	HOMER3	False	3	0.897198	0.816665	126	3.3333	4	0.026455	0	9e-05	122	14576.883428212768
Q9NZ94	NLGN3	False	3	0.897198	0.816665	89	8.3333	10	0.093633	0	0.0001	79	16998.586155551246
Q9P1A6	DLGAP2	False	3	0.897198	0.816665	21	8.0	9	0.380952	0	0.0	12	264.51976695939607
Q9UPX8	SHANK2	False	3	0.897198	0.816665	44	9.6667	11	0.219697	0	3e-05	33	4639.793602629392
Q9Y2H0	DLGAP4	False	3	0.897198	0.816665	68	10.0	13	0.147059	0	2e-05	55	3137.3099873658393
Q9Y566	SHANK1	False	3	0.897198	0.816665	27	5.6667	7	0.209876	0	1e-05	20	1105.712958752056
O60238	BNIP3L	False	6	0.897154	0.500711	63	2.6667	5	0.042328	0	2e-05	58	3064.3451359685555
Q8TAQ5	ZNF420	False	6	0.897154	0.500711	31	4.3333	8	0.139785	0	0.0	23	666.3011349135528
Q96N28	PRELID3A	False	6	0.897154	0.500711	10	2.0	3	0.2	0	0.0	7	610.6012890178862
Q9BRQ8	AIFM2	False	6	0.897154	0.500711	37	5.3333	9	0.144144	0	0.0	28	799.3174958086572
Q9HCN2	TP53AIP1	False	6	0.897154	0.500711	2	0.0	0	0.0	0	0.0	2	1.026322663172513
Q6ZMJ4	IL34	False	5	0.896805	0.557216	3	0.8	1	0.266666	2	0.0	2	7.117218313007135
P00480	OTC	False	7	0.896506	0.460713	103	12.2857	51	0.119279	16	0.0	48	787.5291134283926
P78552	IL13RA1	False	4	0.89527	0.645801	17	4.25	7	0.25	0	0.0	10	271.0553893137946
Q14627	IL13RA2	False	4	0.89527	0.645801	131	11.5	19	0.087786	0	4e-05	112	5989.695374537702
Q16658	FSCN1	False	4	0.89527	0.645801	261	31.5	68	0.12069	0	6e-05	193	10180.207857701898
Q99608	NDN	False	4	0.89527	0.645801	381	35.5	75	0.093176	0	0.00013	306	21855.52895871161
O14874	BCKDK	False	6	0.894751	0.49937	142	12.3333	32	0.086855	9	7e-05	89	11001.043256443572
P12694	BCKDHA	False	6	0.894751	0.49937	178	18.6667	66	0.104869	9	7e-05	96	11540.916223092237
P21953	BCKDHB	False	6	0.894751	0.49937	66	8.3333	23	0.126263	9	1e-05	37	1206.951368127565
P26440	IVD	False	6	0.894751	0.49937	66	5.8333	22	0.088384	9	2e-05	41	3681.4800225106446
Q13825	AUH	False	6	0.894751	0.49937	306	27.1667	109	0.08878	9	6e-05	184	10408.115191227607
Q6NVY1	HIBCH	False	6	0.894751	0.49937	69	5.3333	19	0.077295	9	2e-05	42	3291.165716045579
Q8N3J5	PPM1K	False	6	0.894751	0.49937	35	5.8333	9	0.166667	9	0.0	23	433.0328210045682
Q15398	DLGAP5	False	4	0.893042	0.644193	65	7.75	25	0.119231	0	1e-05	40	1165.5266727845394
Q6ISU1	PTCRA	False	4	0.893042	0.644193	9	2.0	3	0.222222	0	0.0	6	107.5676218338536
A8K7I4	CLCA1	False	3	0.892642	0.812518	4	0.3333	1	0.083333	0	0.0	3	69.62307527644225
O00476	SLC17A3	False	3	0.892642	0.812518	18	0.6667	2	0.037037	0	0.0	16	79.49872954713689
O76090	BEST1	False	3	0.892642	0.812518	8	1.6667	2	0.208333	0	0.0	6	51.39886799057384
P35523	CLCN1	False	3	0.892642	0.812518	12	0.0	0	0.0	0	0.0	12	63.733362081187714
P51788	CLCN2	False	3	0.892642	0.812518	41	0.6667	2	0.01626	0	0.0	39	809.8155177302589
P51790	CLCN3	False	3	0.892642	0.812518	72	8.0	13	0.111111	0	3e-05	59	5129.055120875664
P51793	CLCN4	False	3	0.892642	0.812518	17	4.6667	8	0.27451	0	0.0	9	100.96564226538469
P51795	CLCN5	False	3	0.892642	0.812518	42	6.3333	13	0.150794	0	1e-05	29	993.6348719352615
P51798	CLCN7	False	3	0.892642	0.812518	159	9.0	19	0.056604	0	0.00021	140	33576.84230122143
P51800	CLCNKA	False	3	0.892642	0.812518	23	0.0	0	0.0	0	0.0	23	540.770526854447
P51801	CLCNKB	False	3	0.892642	0.812518	1	0.3333	1	0.333333	0	0.0	0	0.0
P78348	ASIC1	False	3	0.892642	0.812518	61	7.6667	13	0.125683	0	2e-05	48	3633.092659574017
Q14CN2	CLCA4	False	3	0.892642	0.812518	24	1.0	3	0.041667	0	0.0	21	437.3034665627401
Q16515	ASIC2	False	3	0.892642	0.812518	14	3.3333	4	0.238095	0	0.0	10	237.6851548628808
Q4G0N8	SLC9C1	False	3	0.892642	0.812518	26	2.0	6	0.076923	0	0.00011	20	18128.755470766046
Q4ZJI4	SLC9B1	False	3	0.892642	0.812518	2	0.3333	1	0.166667	0	0.0	1	0.0
Q5TAH2	SLC9C2	False	3	0.892642	0.812518	48	6.0	17	0.125	0	0.0	31	265.16100817025136
Q86UD5	SLC9B2	False	3	0.892642	0.812518	78	4.3333	7	0.055556	0	1e-05	71	993.1448830726404
Q86WC4	OSTM1	False	3	0.892642	0.812518	91	2.6667	6	0.029304	0	2e-05	85	2805.237338453971
Q8IZF0	NALCN	False	3	0.892642	0.812518	6	0.3333	1	0.055556	0	0.0	5	12.054874074835844
Q8N1M1	BEST3	False	3	0.892642	0.812518	1	0.0	0	0.0	0	0.0	1	0.0
Q8N2C7	UNC80	False	3	0.892642	0.812518	12	0.3333	1	0.027778	0	0.0	11	61.86185095609503
Q8NFU1	BEST2	False	3	0.892642	0.812518	17	0.6667	1	0.039216	0	0.0	16	330.29565331768373
Q8NHX9	TPCN2	False	3	0.892642	0.812518	65	2.6667	4	0.041025	0	1e-05	61	2109.3129430759973
Q8TAV4	STOML3	False	3	0.892642	0.812518	8	0.0	0	0.0	0	0.0	8	199.85946165472316
Q8WZ55	BSND	False	3	0.892642	0.812518	63	1.6667	4	0.026455	0	2e-05	59	2642.33238173219
Q96BR1	SGK3	False	3	0.892642	0.812518	63	2.3333	3	0.037037	0	1e-05	60	2268.109971974244
Q96FT7	ASIC4	False	3	0.892642	0.812518	132	7.3333	15	0.055556	0	7e-05	117	11541.571111757254
Q96J92	WNK4	False	3	0.892642	0.812518	18	3.0	3	0.166667	0	0.0	15	72.33195283215603
Q99576	TSC22D3	False	3	0.892642	0.812518	63	6.0	8	0.095238	0	3e-05	55	5002.820839340411
Q9BSA4	TTYH2	False	3	0.892642	0.812518	24	0.3333	1	0.013889	0	0.0	23	237.36132908547995
Q9BYP7	WNK3	False	3	0.892642	0.812518	56	5.0	9	0.089285	0	1e-05	47	999.3638834939555
Q9C0H2	TTYH3	False	3	0.892642	0.812518	83	2.3333	5	0.028112	0	8e-05	78	13820.593528041443
Q9H313	TTYH1	False	3	0.892642	0.812518	296	25.3333	53	0.085586	0	0.00024	243	38749.60239461226
Q9H4A3	WNK1	False	3	0.892642	0.812518	132	8.0	13	0.060606	0	4e-05	119	5855.6237746112765
Q9HBY8	SGK2	False	3	0.892642	0.812518	27	2.0	2	0.074074	0	0.0	25	232.043541710903
Q9NY37	ASIC5	False	3	0.892642	0.812518	8	0.0	0	0.0	0	0.0	8	26.114193552701803
Q9P2D8	UNC79	False	3	0.892642	0.812518	12	1.0	1	0.083333	0	0.0	11	28.833903348279232
Q9UHC3	ASIC3	False	3	0.892642	0.812518	7	2.3333	3	0.333333	0	0.0	4	25.74297970282546
Q9ULQ1	TPCN1	False	3	0.892642	0.812518	30	1.6667	3	0.055555	0	0.0	27	804.3148809959906
Q9UQC9	CLCA2	False	3	0.892642	0.812518	6	0.6667	2	0.111111	0	0.0	4	3.571042615211819
Q9Y3S1	WNK2	False	3	0.892642	0.812518	35	4.0	6	0.114286	0	0.0	29	527.7171783678837
Q9P0U3	SENP1	False	9	0.891921	0.405931	135	23.6667	52	0.175308	20	5e-05	64	7445.525135184644
P49585	PCYT1A	False	5	0.89069	0.553417	64	3.8	10	0.059375	0	1e-05	54	1876.0946730589621
Q8NA29	MFSD2A	False	5	0.89069	0.553417	31	0.8	3	0.025806	0	0.0	28	395.1223695679194
Q8WU67	ABHD3	False	5	0.89069	0.553417	25	0.2	1	0.008	0	0.0	24	658.2727060946985
Q8WUD6	CHPT1	False	5	0.89069	0.553417	72	1.8	8	0.025	0	3e-05	64	4645.827910453662
Q9UBM1	PEMT	False	5	0.89069	0.553417	39	1.6	4	0.041026	0	1e-05	35	848.7819181282312
Q9Y365	STARD10	False	5	0.89069	0.553417	15	0.4	2	0.026667	0	0.0	13	55.858289743409486
Q9Y5K3	PCYT1B	False	5	0.89069	0.553417	14	1.4	3	0.1	0	0.0	11	340.7398507046812
A4D126	CRPPA	False	5	0.890346	0.553203	1	0.2	1	0.2	0	0.0	0	0.0
O75072	FKTN	False	5	0.890346	0.553203	12	2.4	3	0.2	0	0.0	9	159.7531536880473
Q8N3Y3	LARGE2	False	5	0.890346	0.553203	48	4.2	9	0.0875	0	1e-05	39	1885.1383181407473
Q96G79	SLC35A4	False	5	0.890346	0.553203	82	4.0	11	0.04878	0	2e-05	71	3619.686125780923
Q9H9S5	FKRP	False	5	0.890346	0.553203	44	4.2	9	0.095454	0	1e-05	35	1330.3313847232785
Q9Y2B1	RXYLT1	False	5	0.890346	0.553203	24	5.0	9	0.208333	0	0.0	15	311.380287280786
Q8IU54	IFNL1	False	5	0.889644	0.552767	6	1.6	2	0.266666	1	0.0	4	123.17613509888537
Q8IU57	IFNLR1	False	5	0.889644	0.552767	46	3.8	7	0.082609	1	1e-05	39	1333.374105996497
P58166	INHBE	False	4	0.88885	0.64117	44	2.25	9	0.051136	0	1e-05	35	2346.772024469268
O00555	CACNA1A	False	6	0.888801	0.496049	98	5.1667	14	0.052721	9	4e-05	79	6999.479962278411
Q15878	CACNA1E	False	6	0.888801	0.496049	7	1.0	2	0.142857	9	0.0	5	16.423278677713075
Q8TEB7	RNF128	False	5	0.887759	0.551596	68	9.6	21	0.141177	1	1e-05	47	1783.2459432583437
Q96FW1	OTUB1	False	5	0.887759	0.551596	354	55.4	109	0.156497	1	0.00025	245	41481.7781034373
P00739	HPR	False	3	0.886455	0.806886	17	1.6667	2	0.098039	0	0.0	15	293.6248727328272
P02760	AMBP	False	3	0.886455	0.806886	23	1.3333	2	0.057971	0	0.0	21	217.66865527631276
P02790	HPX	False	3	0.886455	0.806886	70	7.0	11	0.1	0	1e-05	59	2367.831940823063
A6NHX0	CASTOR2	False	4	0.886365	0.639377	15	6.5	7	0.433334	0	0.0	8	169.86827619490967
O75140	DEPDC5	False	4	0.886365	0.639377	39	17.0	19	0.435897	0	1e-05	20	2297.8688673394913
Q12980	NPRL3	False	4	0.886365	0.639377	77	16.75	21	0.217532	0	3e-05	56	4153.490137624456
Q1RMZ1	SAMTOR	False	4	0.886365	0.639377	22	7.0	7	0.318182	0	0.0	15	259.3393551018769
Q5T011	SZT2	False	4	0.886365	0.639377	40	15.0	16	0.375	0	1e-05	24	1955.8899866574068
Q6PJI9	WDR59	False	4	0.886365	0.639377	109	24.5	34	0.224771	0	5e-05	75	8870.956963701368
Q8NFG4	FLCN	False	4	0.886365	0.639377	99	16.25	23	0.164141	0	3e-05	76	4870.828827572593
Q8TF40	FNIP1	False	4	0.886365	0.639377	34	9.0	15	0.264706	0	0.0	19	317.2878274665521
Q8WTW4	NPRL2	False	4	0.886365	0.639377	90	21.75	28	0.241667	0	2e-05	62	3395.144825141383
Q8WTX7	CASTOR1	False	4	0.886365	0.639377	14	6.0	7	0.428572	0	0.0	7	62.55115057662075
Q969R8	ITFG2	False	4	0.886365	0.639377	27	9.0	9	0.333333	0	1e-05	18	1946.4799600779843
Q96MD2	KICS2	False	4	0.886365	0.639377	12	8.0	8	0.666667	0	0.0	4	45.839453138600824
Q96S15	WDR24	False	4	0.886365	0.639377	41	18.25	20	0.445122	0	1e-05	21	1359.7229122174388
Q9NXC5	MIOS	False	4	0.886365	0.639377	72	18.0	21	0.25	0	3e-05	51	4229.078583934088
Q9P0V3	SH3BP4	False	4	0.886365	0.639377	135	3.75	8	0.027778	0	7e-05	127	11680.907631513153
Q9P278	FNIP2	False	4	0.886365	0.639377	20	7.5	10	0.375	0	0.0	10	237.8644432165422
Q9Y664	KPTN	False	4	0.886365	0.639377	56	11.0	11	0.196429	0	2e-05	45	3664.452048529705
O15067	PFAS	False	4	0.885938	0.639069	158	10.5	30	0.066455	0	3e-05	128	5411.261239558855
P22102	GART	False	4	0.885938	0.639069	234	15.5	41	0.06624	0	9e-05	193	14459.921208480731
P22234	PAICS	False	4	0.885938	0.639069	349	17.0	51	0.048711	0	0.00016	298	25602.026609000128
P30520	ADSS2	False	4	0.885938	0.639069	125	13.5	36	0.108	0	2e-05	89	3313.2890894540956
P30566	ADSL	False	4	0.885938	0.639069	189	13.75	38	0.072751	0	5e-05	151	7940.28625140921
Q06203	PPAT	False	4	0.885938	0.639069	68	8.0	20	0.117647	0	0.0	48	590.3955424471501
Q8N142	ADSS1	False	4	0.885938	0.639069	12	1.25	2	0.104166	0	0.0	10	196.9913953694001
Q9BVS5	TRMT61B	False	4	0.885691	0.638891	280	8.75	22	0.03125	2	4e-05	258	7063.771778378955
Q15276	RABEP1	False	4	0.885333	0.638633	182	26.25	41	0.144231	0	0.00013	141	21297.477016575333
Q3MII6	TBC1D25	False	4	0.885333	0.638633	57	5.5	7	0.096491	0	1e-05	50	1455.2486946694182
Q4KMP7	TBC1D10B	False	4	0.885333	0.638633	102	10.25	18	0.100491	0	1e-05	84	1963.8412339315557
Q8IYJ3	SYTL1	False	4	0.885333	0.638633	11	3.25	4	0.295454	0	0.0	7	219.84758580640474
Q8TBP0	TBC1D16	False	4	0.885333	0.638633	28	0.5	1	0.017857	0	1e-05	27	852.2729382393856
Q8TC07	TBC1D15	False	4	0.885333	0.638633	172	15.0	22	0.08721	0	9e-05	150	14800.755261115484
Q9BXI6	TBC1D10A	False	4	0.885333	0.638633	29	1.5	2	0.051724	0	0.0	27	329.09659549281747
Q9BYX2	TBC1D2	False	4	0.885333	0.638633	37	2.5	5	0.067568	0	0.0	32	763.7703021950068
Q9HA65	TBC1D17	False	4	0.885333	0.638633	48	8.75	10	0.182292	0	1e-05	38	1075.3840516444388
Q9NVG8	TBC1D13	False	4	0.885333	0.638633	12	1.0	2	0.083334	0	0.0	10	31.498840727669325
Q9P0N9	TBC1D7	False	4	0.885333	0.638633	60	7.0	11	0.116666	0	1e-05	49	1542.3234459509433
Q9P2M4	TBC1D14	False	4	0.885333	0.638633	38	9.75	14	0.256579	0	2e-05	24	2589.087668068373
Q9ULP9	TBC1D24	False	4	0.885333	0.638633	38	0.0	0	0.0	0	3e-05	38	5675.086801188826
Q9Y3P9	RABGAP1	False	4	0.885333	0.638633	122	12.5	20	0.102459	0	5e-05	102	8117.550466101948
Q9BXN2	CLEC7A	False	4	0.884822	0.638264	52	5.25	13	0.100962	0	1e-05	39	1887.6516698392538
Q8IUZ5	PHYKPL	False	6	0.883906	0.493317	16	0.3333	2	0.020833	9	0.0	14	469.67204612653956
Q8IZU8	DSEL	False	5	0.882813	0.548522	5	0.0	0	0.0	0	0.0	5	10.266431875361093
Q9UL01	DSE	False	5	0.882813	0.548522	35	0.6	3	0.017143	0	1e-05	32	1311.9873640805445
P47736	RAP1GAP	False	7	0.881106	0.452799	47	7.4286	17	0.158055	12	1e-05	23	1530.4470633370836
Q96BI1	SLC67A1	False	6	0.880093	0.491189	84	5.0	14	0.059524	9	2e-05	65	3912.546622958971
P20290	BTF3	False	5	0.880013	0.546783	743	183.0	314	0.246299	0	0.00056	429	91337.23033014519
Q8NHH9	ATL2	False	5	0.880013	0.546783	102	10.0	23	0.098039	0	9e-05	79	14353.44315614176
O95864	FADS2	False	5	0.879995	0.546772	78	2.0	8	0.025641	0	2e-05	70	3000.369054617318
Q8TCT9	HM13	False	4	0.878391	0.633625	158	8.5	16	0.053798	0	5e-05	142	7836.319945722839
Q8N441	FGFRL1	False	5	0.876905	0.544852	53	3.8	9	0.071698	0	1e-05	44	1225.2172554047115
Q7L5N7	LPCAT2	False	5	0.876239	0.544438	75	3.8	11	0.050667	0	1e-05	64	2425.7996253426663
Q8N661	TMEM86B	False	5	0.876239	0.544438	107	3.8	12	0.035514	0	8e-05	95	12699.81201647428
Q99884	SLC6A7	False	6	0.873798	0.487676	42	3.3333	14	0.079365	9	1e-05	25	906.1921947662689
O95967	EFEMP2	False	3	0.872781	0.79444	134	1.3333	2	0.00995	0	9e-05	132	15396.772664594348
P23142	FBLN1	False	3	0.872781	0.79444	128	7.6667	11	0.059896	0	0.00016	117	25303.408509726756
P43026	GDF5	False	3	0.872781	0.79444	31	0.0	0	0.0	0	0.0	31	483.17656196205746
P55001	MFAP2	False	3	0.872781	0.79444	8	2.0	4	0.25	0	0.0	4	45.35122131392336
P55082	MFAP3	False	3	0.872781	0.79444	72	0.0	0	0.0	0	2e-05	72	2977.546527425212
P55083	MFAP4	False	3	0.872781	0.79444	138	5.0	13	0.036232	0	5e-05	125	7701.600621473081
P98095	FBLN2	False	3	0.872781	0.79444	52	7.3333	12	0.141026	0	2e-05	40	2489.365443969647
Q12805	EFEMP1	False	3	0.872781	0.79444	119	8.0	12	0.067227	0	8e-05	107	12404.080777150873
Q13361	MFAP5	False	3	0.872781	0.79444	44	6.0	7	0.136364	0	1e-05	37	841.081471423073
Q9BXX0	EMILIN2	False	3	0.872781	0.79444	27	3.0	3	0.111111	0	0.0	24	693.9613105144998
Q9NT22	EMILIN3	False	3	0.872781	0.79444	54	3.0	5	0.055556	0	1e-05	49	2306.7414903514
Q9UBX5	FBLN5	False	3	0.872781	0.79444	157	7.6667	10	0.048832	0	0.00011	147	18266.8874232223
Q9Y6C2	EMILIN1	False	3	0.872781	0.79444	103	1.0	1	0.009709	0	2e-05	102	3696.523807102333
Q13049	TRIM32	False	7	0.872561	0.448408	195	23.4286	53	0.120146	9	0.00011	142	17604.50009858969
O00115	DNASE2	False	4	0.872368	0.62928	20	0.75	1	0.0375	0	0.0	19	28.30272758346418
O00189	AP4M1	False	4	0.872368	0.62928	52	6.75	9	0.129808	0	1e-05	43	1066.8617918613284
O75843	AP1G2	False	4	0.872368	0.62928	69	9.75	13	0.141304	0	2e-05	56	3334.4148438412335
Q5SYC1	CLVS2	False	4	0.872368	0.62928	19	0.5	1	0.026316	0	0.0	18	212.22358344643172
Q8IUQ0	CLVS1	False	4	0.872368	0.62928	3	0.0	0	0.0	0	0.0	3	11.219211155153092
Q9Y587	AP4S1	False	4	0.872368	0.62928	29	6.25	8	0.215517	0	0.0	21	553.7905882811336
Q92823	NRCAM	False	5	0.871101	0.541245	32	2.2	3	0.06875	0	0.0	29	457.9493193773505
Q9NXC2	GFOD1	False	5	0.868283	0.539495	54	5.8	10	0.107407	0	1e-05	44	1560.295866113082
Q15181	PPA1	False	5	0.86633	0.538281	186	19.0	49	0.10215	4	6e-05	109	10100.272694884556
P51649	ALDH5A1	False	4	0.865291	0.624176	59	1.5	2	0.025423	0	2e-05	57	2536.012029942067
P80404	ABAT	False	4	0.865291	0.624176	72	0.5	1	0.006944	0	2e-05	71	3594.4534636091507
P08247	SYP	False	3	0.864166	0.786597	125	3.0	3	0.024	0	6e-05	122	9467.75865374422
Q8N7C0	LRRC52	False	3	0.864166	0.786597	18	0.3333	1	0.018519	0	1e-05	17	899.7159192250807
Q9NPB3	CABP2	False	3	0.864166	0.786597	55	0.6667	2	0.012121	0	3e-05	53	4353.731538484778
Q9NZU7	CABP1	False	3	0.864166	0.786597	10	0.3333	1	0.033333	0	0.0	9	69.93543731954658
Q9UPA5	BSN	False	3	0.864166	0.786597	24	1.0	1	0.041667	0	0.0	23	369.62009214819716
Q9Y6V0	PCLO	False	3	0.864166	0.786597	60	1.0	1	0.016667	0	1e-05	59	1595.7873020402474
Q96T60	PNKP	False	3	0.861671	0.784327	137	12.6667	20	0.092457	0	4e-05	117	7267.2019265658155
Q9H2A9	CHST8	False	6	0.861347	0.480727	84	12.6667	25	0.150794	0	2e-05	59	2572.7425431792444
P23763	VAMP1	False	5	0.860576	0.534706	45	4.8	8	0.106667	0	1e-05	37	1673.2016005444968
Q496J9	SV2C	False	5	0.860576	0.534706	36	3.2	7	0.088889	0	0.0	29	312.1818206560363
Q7L0J3	SV2A	False	5	0.860576	0.534706	87	6.8	16	0.078161	0	2e-05	71	3199.334102111426
Q7L1I2	SV2B	False	5	0.860576	0.534706	106	7.2	16	0.067925	0	3e-05	90	5249.527592517381
O00570	SOX1	False	4	0.860417	0.62066	6	1.5	2	0.25	1	0.0	4	9.728169070814175
P32243	OTX2	False	4	0.860417	0.62066	51	4.0	10	0.078431	1	0.00013	41	21079.64697132722
P52926	HMGA2	False	5	0.860342	0.534561	141	22.4	35	0.158865	0	2e-05	106	2593.4253635917885
Q9NPG3	UBN1	False	5	0.860342	0.534561	84	10.0	15	0.119047	0	1e-05	69	2056.8637485256427
Q9Y294	ASF1A	False	5	0.860342	0.534561	226	19.0	34	0.084071	0	4e-05	192	5719.058683645821
Q9Y6J0	CABIN1	False	5	0.860342	0.534561	83	10.4	16	0.125301	0	1e-05	67	1951.907274839791
O00142	TK2	False	4	0.858791	0.619487	14	1.0	4	0.071428	0	0.0	10	261.3907916977511
Q08623	PUDP	False	4	0.858791	0.619487	60	2.25	9	0.0375	0	0.0	51	735.8659414266592
Q9BZX2	UCK2	False	4	0.858791	0.619487	59	5.5	13	0.09322	0	1e-05	46	1614.6833599671934
Q9HA47	UCK1	False	4	0.858791	0.619487	16	2.0	5	0.125	0	0.0	11	105.33060170820866
Q9NWZ5	UCKL1	False	4	0.858791	0.619487	51	3.25	10	0.063726	0	3e-05	41	4263.533177851333
Q6IN84	MRM1	False	4	0.855262	0.616941	347	10.0	22	0.028819	0	0.00018	325	29449.60769816181
Q7Z6M4	MTERF4	False	4	0.855262	0.616941	27	0.75	3	0.027778	0	1e-05	24	1184.355382107124
Q96CB9	NSUN4	False	4	0.855262	0.616941	84	5.25	13	0.0625	0	2e-05	71	2531.3334652028225
Q9HC36	MRM3	False	4	0.855262	0.616941	168	12.0	25	0.071428	0	4e-05	143	6664.3492861058185
Q9UI43	MRM2	False	4	0.855262	0.616941	82	1.75	4	0.021341	0	1e-05	78	2048.301583382334
O00116	AGPS	False	4	0.854778	0.616592	198	30.75	51	0.155303	4	4e-05	136	6948.621626195154
O95716	RAB3D	False	6	0.853495	0.476345	36	5.8333	10	0.162037	9	1e-05	24	1294.7936430745947
Q969Q5	RAB24	False	6	0.853495	0.476345	32	3.5	6	0.109375	9	0.0	23	568.2453074810705
Q96AX2	RAB37	False	6	0.853495	0.476345	9	2.3333	4	0.259259	9	0.0	5	55.454537612427565
Q68CZ2	TNS3	False	4	0.851608	0.614305	85	16.75	41	0.197059	0	1e-05	44	1016.5081287003743
Q8IZW8	TNS4	False	4	0.851608	0.614305	42	7.5	17	0.178572	0	1e-05	25	1121.631056818491
Q96PP8	GBP5	False	6	0.851585	0.475279	16	2.0	6	0.125	2	0.0	10	182.8684623475378
O43293	DAPK3	False	4	0.849487	0.612775	83	4.25	10	0.051205	0	2e-05	73	3551.6253562471015
P53355	DAPK1	False	4	0.849487	0.612775	202	7.0	13	0.034653	0	0.00017	189	27686.516636254815
Q9UIK4	DAPK2	False	4	0.849487	0.612775	15	0.5	1	0.033334	0	0.0	14	127.12093140215167
Q9UKG1	APPL1	False	4	0.849487	0.612775	178	7.5	14	0.042135	0	0.00013	164	20450.39071626016
O00273	DFFA	False	4	0.848713	0.612217	69	6.25	11	0.09058	0	2e-05	58	2744.361090625508
O76075	DFFB	False	4	0.848713	0.612217	29	2.5	4	0.086207	0	0.0	25	512.2456228685263
P26583	HMGB2	False	4	0.848713	0.612217	255	6.0	8	0.02353	0	6e-05	247	10551.412035737878
P20809	IL11	False	5	0.847901	0.52683	9	2.6	6	0.288889	0	0.0	3	67.56660430586622
P26441	CNTF	False	5	0.847901	0.52683	25	2.4	5	0.096	0	1e-05	20	947.7940731829007
P26992	CNTFR	False	5	0.847901	0.52683	11	4.8	6	0.436363	0	0.0	5	206.87469968051414
Q14626	IL11RA	False	5	0.847901	0.52683	2	0.2	1	0.1	0	0.0	1	0.6864600845526544
Q16619	CTF1	False	5	0.847901	0.52683	11	3.4	7	0.309091	0	0.0	4	190.8234583746318
Q6EBC2	IL31	False	5	0.847901	0.52683	17	0.6	2	0.035294	0	0.0	15	170.76424509643928
Q8NI17	IL31RA	False	5	0.847901	0.52683	26	0.8	3	0.030769	0	0.0	23	208.16569789553972
Q99650	OSMR	False	5	0.847901	0.52683	57	5.2	10	0.091228	0	3e-05	47	4279.079008772879
Q9UBD9	CLCF1	False	5	0.847901	0.52683	12	2.8	6	0.233334	0	0.0	6	450.62606879963204
P17927	CR1	False	10	0.846341	0.367561	3	0.6	1	0.2	27	0.0	1	441.6505610787906
O95551	TDP2	False	3	0.845779	0.769862	74	4.3333	7	0.058559	0	5e-05	67	8845.245833102703
Q5UIP0	RIF1	False	3	0.845779	0.769862	221	18.0	27	0.081448	0	0.0001	194	16841.432240171274
Q96SD1	DCLRE1C	False	3	0.845779	0.769862	41	9.6667	12	0.235772	0	0.0	29	365.197312435889
Q9H9Q4	NHEJ1	False	3	0.845779	0.769862	14	6.0	6	0.428571	0	0.0	8	27.597902721634348
Q9NP87	POLM	False	3	0.845779	0.769862	21	0.0	0	0.0	0	0.0	21	283.0748122288527
Q9NUW8	TDP1	False	3	0.845779	0.769862	36	7.3333	11	0.203704	0	0.0	25	287.78721155960693
Q9UGP5	POLL	False	3	0.845779	0.769862	73	9.3333	12	0.127854	0	3e-05	61	4228.916535668193
O94788	ALDH1A2	False	4	0.845287	0.609746	41	2.75	8	0.067073	0	2e-05	33	2506.0032330686245
P29762	CRABP1	False	4	0.845287	0.609746	13	0.75	3	0.057692	0	0.0	10	170.1866096454001
Q8N3Y7	SDR16C5	False	4	0.845287	0.609746	36	1.5	4	0.041667	0	1e-05	32	2403.84817815266
Q8NBN7	RDH13	False	4	0.845287	0.609746	81	4.5	15	0.055555	0	4e-05	66	6191.028625127698
Q9H2A2	ALDH8A1	False	4	0.845287	0.609746	13	0.25	1	0.019231	0	0.0	12	125.462291057497
Q9HBH5	RDH14	False	4	0.845287	0.609746	45	3.0	11	0.066666	0	1e-05	34	1889.312674015563
A6NFY7	SDHAF1	False	4	0.844826	0.609413	9	3.0	4	0.333333	0	0.0	5	47.57082134224342
A8MUP2	CSKMT	False	4	0.844826	0.609413	7	0.0	0	0.0	0	0.0	7	52.22519179006422
Q5VUM1	SDHAF4	False	4	0.844826	0.609413	12	2.75	5	0.229167	0	0.0	7	58.18988426350093
Q9NRP4	SDHAF3	False	4	0.844826	0.609413	33	8.25	13	0.25	0	0.0	20	197.8182178141977
Q9NX18	SDHAF2	False	4	0.844826	0.609413	34	3.75	8	0.110294	0	0.0	26	306.90963705929573
Q6ZQN7	SLCO4C1	False	7	0.844097	0.43378	39	2.4286	7	0.062271	12	1e-05	28	994.6462680366574
Q92681	RSC1A1	False	4	0.844051	0.608854	12	0.0	0	0.0	2	0.0	12	124.65750916941106
Q6KC79	NIPBL	False	5	0.844028	0.524424	199	20.4	34	0.102513	0	9e-05	165	14358.137652712663
Q9Y6X3	MAU2	False	5	0.844028	0.524424	138	12.8	22	0.092754	0	1e-05	116	2358.565117331228
P54868	HMGCS2	False	7	0.843793	0.433624	12	1.4286	7	0.119048	12	0.0	5	37.81629645581744
O60825	PFKFB2	False	5	0.843793	0.524278	56	3.4	5	0.060714	0	1e-05	51	1554.1151485169369
Q16875	PFKFB3	False	5	0.843793	0.524278	67	4.0	5	0.059701	0	1e-05	62	2061.5513415855107
