uniprot_id	gene_name	is_paralog	n_pathways	shannon_H	shannon_H_norm	global_degree	mean_local_degree	max_local_degree	mean_ratio	bridge_score	betweenness	cross_ppi_count	betweenness_raw	cluster	taxonomy	umap_x	umap_y
O95396	MOCS3	False	3	0.793968	0.722701	44	1.0	3	0.022727	0	1e-05	41	2226.907825029071	0	background	5.5123	3.7179
P13686	ACP5	False	3	0.793968	0.722701	30	1.0	3	0.033333	0	0.0	27	549.0869984860678	0	background	5.4013	2.8371
Q06278	AOX1	False	3	0.793968	0.722701	10	0.6667	2	0.066667	0	0.0	8	29.15226571990997	0	background	4.8345	1.4776
Q8NFF5	FLAD1	False	3	0.793968	0.722701	114	6.3333	19	0.055556	0	0.0001	95	15999.890290487794	4	specialist	7.7067	6.1365
Q969G6	RFK	False	3	0.793968	0.722701	25	3.0	9	0.12	0	0.0	16	147.55070785425391	0	background	4.6398	2.3709
Q96EN8	MOCOS	False	3	0.793968	0.722701	39	3.3333	8	0.08547	0	2e-05	31	3580.7706375988296	0	background	5.6391	3.3134
Q9BU02	THTPA	False	3	0.793968	0.722701	67	2.6667	8	0.039801	0	1e-05	59	2278.0932805217226	0	background	5.7477	4.0981
Q9BZV2	SLC19A3	False	3	0.793968	0.722701	97	7.3333	18	0.075602	0	2e-05	79	2514.5171743266383	4	specialist	5.9765	4.5029
Q9H3S4	TPK1	False	3	0.793968	0.722701	23	1.3333	4	0.057971	0	1e-05	19	1291.5008552648212	0	background	5.1848	2.777
Q9HAB3	SLC52A2	False	3	0.793968	0.722701	15	1.0	1	0.066667	0	0.0	14	223.71443077925812	0	background	5.0038	1.9989
Q9HC21	SLC25A19	False	3	0.793968	0.722701	81	2.0	6	0.024691	0	2e-05	75	2848.8704472111344	0	background	5.9267	4.2986
Q9NQ40	SLC52A3	False	3	0.793968	0.722701	15	2.3333	7	0.155556	0	0.0	8	180.401251845349	0	background	3.9703	1.9438
Q9NQX3	GPHN	False	3	0.793968	0.722701	76	4.0	11	0.052632	0	7e-05	65	11981.346772646175	4	specialist	7.1266	5.6253
Q9NVS9	PNPO	False	3	0.793968	0.722701	45	3.0	7	0.066667	0	1e-05	38	1683.909693591675	0	background	5.4913	3.4783
Q9NWF4	SLC52A1	False	3	0.793968	0.722701	18	0.6667	2	0.037037	0	0.0	16	358.68942054462	0	background	5.1266	2.4277
Q9NZB8	MOCS1	False	3	0.793968	0.722701	32	1.3333	4	0.041667	0	1e-05	28	2301.7588485083397	0	background	5.4365	3.0225
Q9UGH3	SLC23A2	False	3	0.793968	0.722701	32	2.0	5	0.0625	0	1e-05	27	947.0279993273314	0	background	5.3698	3.0668
Q9UHI7	SLC23A1	False	3	0.793968	0.722701	50	2.6667	7	0.053333	0	1e-05	43	1238.9662148896666	0	background	5.5107	3.6458
O43506	ADAM20	False	3	0.793317	0.722109	1	0.0	0	0.0	0	0.0	1	0.0	0	background	5.7107	-0.992
P21754	ZP3	False	3	0.793317	0.722109	15	0.0	0	0.0	0	1e-05	15	1091.0500200781569	0	background	5.5156	1.9591
P60852	ZP1	False	3	0.793317	0.722109	1	0.0	0	0.0	0	0.0	1	0.0	0	background	5.7082	-0.992
Q05996	ZP2	False	3	0.793317	0.722109	8	0.0	0	0.0	0	0.0	8	38.06816460011189	0	background	5.5295	0.3669
Q12889	OVGP1	False	3	0.793317	0.722109	4	0.0	0	0.0	0	0.0	4	30.88223205741518	0	background	5.5354	-0.3253
Q99965	ADAM2	False	3	0.793317	0.722109	8	0.0	0	0.0	0	0.0	8	76.38624619839118	0	background	5.5118	0.3837
Q9UKF2	ADAM30	False	3	0.793317	0.722109	54	0.3333	1	0.006173	0	1e-05	53	1417.3260846462815	0	background	5.7275	4.0039
Q9UKJ8	ADAM21	False	3	0.793317	0.722109	62	0.0	0	0.0	0	2e-05	62	2774.2449207543154	0	background	5.8081	4.0784
Q9Y2Y9	KLF13	False	3	0.793093	0.721904	18	5.0	9	0.277778	0	0.0	9	63.21769689072708	4	specialist	2.5403	1.4129
Q12931	TRAP1	False	4	0.792562	0.571713	467	61.25	139	0.131156	1	0.00024	328	39672.844850277324	2	structural_hub	9.7389	7.9216
P31997	CEACAM8	False	7	0.792166	0.407093	118	9.5714	18	0.081114	16	4e-05	89	6760.842115402317	1	pathway_bridge	7.6059	2.3291
P40199	CEACAM6	False	7	0.792166	0.407093	258	19.2857	47	0.074751	16	0.00029	198	46644.098426637705	2	structural_hub	10.074	8.276
P61328	FGF12	False	3	0.791669	0.720608	75	1.6667	2	0.022222	0	1e-05	73	1727.3399425464997	0	background	5.843	4.254
Q92913	FGF13	False	3	0.791669	0.720608	117	2.0	2	0.017094	0	1e-05	115	1867.1381677618851	0	background	6.1025	4.5081
Q92914	FGF11	False	3	0.791669	0.720608	169	2.0	3	0.011834	0	2e-05	166	3450.2906972923984	4	specialist	6.3603	4.9363
Q92915	FGF14	False	3	0.791669	0.720608	41	2.0	2	0.04878	0	1e-05	39	989.4466569788407	0	background	5.4566	3.431
Q9HD47	RANGRF	False	3	0.791669	0.720608	31	0.0	0	0.0	0	1e-05	31	852.4542397820444	0	background	5.2895	3.2525
O15041	SEMA3E	False	5	0.791441	0.49175	2	0.2	1	0.1	0	0.0	1	0.4168593828222354	0	background	3.5582	2.6155
O60486	PLXNC1	False	5	0.791441	0.49175	15	1.8	3	0.12	0	1e-05	12	986.2653246394066	0	background	3.0767	3.7022
O75326	SEMA7A	False	5	0.791441	0.49175	23	0.2	1	0.008696	0	0.0	22	509.2822132707128	0	background	3.7657	3.9273
P21854	CD72	False	5	0.791441	0.49175	27	1.6	2	0.059259	0	1e-05	25	1765.636793180499	0	background	3.6754	4.5337
Q8NFY4	SEMA6D	False	5	0.791441	0.49175	18	5.0	7	0.277778	0	0.0	11	72.07494439069988	0	background	1.8698	3.3492
Q9H2E6	SEMA6A	False	5	0.791441	0.49175	57	4.6	9	0.080702	0	1e-05	48	2046.7927725007921	0	background	4.0408	5.0447
Q9H3S1	SEMA4A	False	5	0.791441	0.49175	11	1.2	2	0.109091	0	0.0	9	48.69357619597306	0	background	3.0964	3.5913
Q9ULL4	PLXNB3	False	5	0.791441	0.49175	10	0.8	1	0.08	0	0.0	9	130.89985061630557	0	background	3.2906	3.5711
P18405	SRD5A1	False	5	0.791361	0.4917	5	0.0	0	0.0	0	0.0	5	2.9032159911979067	0	background	4.8663	-0.2257
P31213	SRD5A2	False	5	0.791361	0.4917	5	0.4	2	0.08	0	0.0	3	62.98152978061357	0	background	3.5211	2.8672
O00757	FBP2	False	4	0.788667	0.568903	25	1.75	4	0.07	0	0.0	21	120.28027047591509	0	background	4.0524	3.7828
P57057	SLC37A1	False	4	0.788667	0.568903	93	1.5	6	0.016129	0	1e-05	87	2335.199674224848	0	background	5.0196	5.0797
Q16822	PCK2	False	4	0.788667	0.568903	107	6.5	20	0.060748	0	2e-05	87	3532.9450991749395	0	background	5.0427	5.3642
Q8TED4	SLC37A2	False	4	0.788667	0.568903	93	6.75	21	0.07258	0	1e-05	72	1758.4933621062958	0	background	5.0346	5.2228
Q9NQR9	G6PC2	False	4	0.788667	0.568903	3	0.0	0	0.0	0	0.0	3	0.0	0	background	5.1871	-0.6553
P03971	AMH	False	5	0.788299	0.489798	7	0.0	0	0.0	5	0.0	7	17.206288209119492	1	pathway_bridge	7.1371	-0.331
Q99726	SLC30A3	False	4	0.788253	0.568604	75	4.5	7	0.06	0	2e-05	68	2573.1681163603535	0	background	4.8932	5.183
Q9BRI3	SLC30A2	False	4	0.788253	0.568604	131	8.75	21	0.066794	0	0.00011	110	18149.501316325142	4	specialist	7.4171	6.6995
Q9Y6M5	SLC30A1	False	4	0.788253	0.568604	194	4.25	15	0.021907	0	9e-05	179	14883.28048950149	4	specialist	6.7626	6.5531
P56180	TPTE	False	5	0.787637	0.489386	128	7.6	18	0.059375	0	1e-05	110	1802.803776778817	0	background	4.6903	5.5973
Q6XPS3	TPTE2	False	5	0.787637	0.489386	86	3.0	7	0.034884	0	2e-05	79	2747.981775839314	0	background	4.6365	5.5157
Q9NTJ5	SACM1L	False	5	0.787637	0.489386	165	9.8	30	0.059394	0	0.00014	135	23378.590788086443	2	structural_hub	8.1963	7.3323
Q9UBF8	PI4KB	False	5	0.787637	0.489386	51	3.0	5	0.058824	0	1e-05	46	1680.3580151998074	0	background	4.0872	5.0135
Q5KU26	COLEC12	False	6	0.786064	0.438711	70	6.8333	22	0.097619	9	4e-05	44	6812.973415567713	1	pathway_bridge	7.6264	2.1427
Q9Y2D1	ATF5	False	4	0.785318	0.566487	20	2.5	4	0.125	1	0.0	16	376.7203567409398	0	background	3.7447	2.9446
Q53FA7	TP53I3	False	6	0.785289	0.438278	17	1.1667	2	0.068628	0	1e-05	15	1126.216508468229	0	background	3.2323	4.2597
Q92597	NDRG1	False	6	0.785289	0.438278	430	31.0	65	0.072093	0	0.00029	365	46502.32944580735	2	structural_hub	9.9851	8.3062
Q9BZR8	BCL2L14	False	6	0.785289	0.438278	121	10.0	17	0.082645	0	1e-05	104	1959.369573030938	0	background	4.2714	5.6416
P55073	DIO3	False	4	0.784496	0.565894	20	0.0	0	0.0	0	0.0	20	212.68664960344336	0	background	4.0722	3.4904
Q1HG43	DUOXA1	False	4	0.784496	0.565894	2	0.5	1	0.25	0	0.0	1	0.3980210569242676	0	background	3.0575	1.3685
Q1HG44	DUOXA2	False	4	0.784496	0.565894	50	1.75	7	0.035	0	0.0	43	543.6806475030585	0	background	4.3932	4.5619
Q6PHW0	IYD	False	4	0.784496	0.565894	7	0.0	0	0.0	0	0.0	7	8.067050027039224	0	background	5.0141	0.0936
Q6PKC3	TXNDC11	False	4	0.784496	0.565894	86	2.75	8	0.031977	0	2e-05	78	3941.290076767322	0	background	5.0148	5.2108
Q92813	DIO2	False	4	0.784496	0.565894	16	0.0	0	0.0	0	0.0	16	37.93406814624011	0	background	4.0487	3.3627
Q9NRD8	DUOX2	False	4	0.784496	0.565894	30	0.25	1	0.008333	0	0.0	29	139.1969350875356	0	background	4.2928	4.0196
Q9NRD9	DUOX1	False	4	0.784496	0.565894	9	0.0	0	0.0	0	0.0	9	61.00372006143019	0	background	4.8696	0.3015
Q8N5Z0	AADAT	False	4	0.783751	0.565357	22	4.5	12	0.204546	1	0.0	10	353.93937247751404	0	background	3.0941	2.5147
P05413	FABP3	False	4	0.783468	0.565153	31	2.5	9	0.080645	0	0.0	22	769.3936447680749	0	background	4.0221	4.0864
P12104	FABP2	False	4	0.783468	0.565153	4	0.25	1	0.0625	0	0.0	3	1.8309015720178174	0	background	3.7519	2.4956
P41247	PNPLA4	False	4	0.783468	0.565153	12	1.5	5	0.125	0	0.0	7	64.07804796183824	0	background	3.4326	2.991
Q0Z7S8	FABP9	False	4	0.783468	0.565153	1	0.0	0	0.0	0	0.0	1	0.0	0	background	5.2904	-1.1138
Q7Z6Z6	PNPLA5	False	4	0.783468	0.565153	32	0.75	3	0.023438	0	0.0	29	189.47458642290937	0	background	4.2378	3.9996
Q8WTS1	ABHD5	False	4	0.783468	0.565153	35	4.5	8	0.128572	0	1e-05	27	1286.592217248716	0	background	3.8356	4.0838
P23434	GCSH	False	6	0.782667	0.436815	58	9.6667	24	0.166667	9	0.0	28	799.5385213951995	1	pathway_bridge	7.8887	1.0553
O94955	RHOBTB3	False	7	0.782474	0.402112	99	8.4286	24	0.085137	12	6e-05	73	10260.409894683306	1	pathway_bridge	7.5968	2.4025
P61296	HAND2	False	6	0.781544	0.436188	30	5.8333	9	0.194445	8	0.0	18	779.3808938984434	1	pathway_bridge	8.0483	0.8757
O75094	SLIT3	False	6	0.779729	0.435175	6	0.8333	2	0.138889	2	0.0	4	4.057616039760793	0	background	2.2617	3.8663
P09912	IFI6	False	5	0.777329	0.482982	49	2.0	5	0.040816	1	0.0	44	560.1734186130994	0	background	4.0045	4.9559
P40305	IFI27	False	5	0.777329	0.482982	8	2.4	4	0.3	1	0.0	4	138.93375023433188	0	background	1.7624	3.1786
O95571	ETHE1	False	4	0.775622	0.559493	47	5.75	18	0.122341	0	1e-05	29	871.6024361132785	0	background	3.9804	4.4233
P25325	MPST	False	4	0.775622	0.559493	66	6.5	22	0.098485	0	0.0	44	689.5338580653812	0	background	4.2592	4.7103
P51687	SUOX	False	4	0.775622	0.559493	94	3.25	12	0.034574	0	0.00012	82	19339.303258242762	4	specialist	7.4814	6.7321
Q16762	TST	False	4	0.775622	0.559493	58	5.5	18	0.094828	0	1e-05	40	875.2962601206718	0	background	4.2234	4.7075
Q16878	CDO1	False	4	0.775622	0.559493	15	1.75	5	0.116666	0	0.0	10	189.47555994225928	0	background	3.5321	3.1114
Q96SZ5	ADO	False	4	0.775622	0.559493	18	0.0	0	0.0	0	1e-05	18	1187.3379893352255	0	background	4.0396	3.4841
Q9Y600	CSAD	False	4	0.775622	0.559493	16	0.5	2	0.03125	0	0.0	14	62.66243231165059	0	background	3.9497	3.4933
Q9Y6N5	SQOR	False	4	0.775622	0.559493	99	6.5	21	0.065656	0	2e-05	78	3927.271042983013	0	background	5.0616	5.3592
P30740	SERPINB1	False	5	0.774028	0.480931	71	5.6	15	0.078873	2	2e-05	56	3432.3151526332585	1	pathway_bridge	4.3829	5.3807
Q9H3H1	TRIT1	False	4	0.773422	0.557906	16	0.25	1	0.015625	1	0.0	15	82.25417658221664	0	background	4.0311	3.4453
Q9Y606	PUS1	False	4	0.773422	0.557906	137	5.0	15	0.036496	1	3e-05	122	4712.986128643024	0	background	5.1689	5.7866
P08697	SERPINF2	False	5	0.773317	0.480489	24	3.2	5	0.133333	3	1e-05	19	1042.5018058742723	1	pathway_bridge	7.551	1.1081
P26717	KLRC2	False	4	0.772696	0.557382	44	2.25	5	0.051136	0	1e-05	39	1441.4292874885884	0	background	4.4161	4.6716
O75386	TULP3	False	3	0.772534	0.703191	339	33.0	80	0.097345	0	0.0003	259	49482.05776360089	2	structural_hub	10.4538	8.5456
Q96PN6	ADCY10	False	3	0.772534	0.703191	4	0.0	0	0.0	0	0.0	4	3.2775056565656593	0	background	5.5185	-0.3228
Q9BT04	FUZ	False	3	0.772534	0.703191	22	2.3333	3	0.106061	0	0.0	19	717.4152959084477	0	background	4.6087	2.5579
Q9ULD6	INTU	False	3	0.772534	0.703191	50	14.3333	21	0.286667	0	0.0	29	730.2321791678954	4	specialist	2.594	1.6619
O00337	SLC28A1	False	4	0.771049	0.556194	36	0.75	3	0.020833	0	0.0	33	166.00928349896577	0	background	4.2951	4.1478
Q7RTT9	SLC29A4	False	4	0.771049	0.556194	11	0.0	0	0.0	0	0.0	11	71.42482242935702	0	background	4.031	3.1097
Q9Y2Y0	ARL2BP	False	4	0.771049	0.556194	36	1.5	3	0.041667	0	0.0	33	666.263885551843	0	background	4.2772	4.3866
Q03014	HHEX	False	4	0.768845	0.554605	40	3.75	15	0.09375	0	2e-05	25	3792.0339605805307	0	background	4.2103	4.529
O75594	PGLYRP1	False	4	0.768542	0.554386	5	0.5	1	0.1	1	0.0	4	37.84487329735777	0	background	3.5663	2.709
P12724	RNASE3	False	4	0.768542	0.554386	13	1.25	4	0.096154	1	0.0	9	130.34764087736409	0	background	3.5515	3.1926
P31151	S100A7	False	4	0.768542	0.554386	175	15.25	37	0.087143	1	0.0001	138	15587.644592772422	4	specialist	7.2919	6.6
P49913	CAMP	False	4	0.768542	0.554386	7	1.0	2	0.142857	1	0.0	5	14.635125901125619	0	background	3.1965	2.9946
P16219	ACADS	False	5	0.768044	0.477213	24	1.4	5	0.058333	0	0.0	19	623.700425035226	0	background	3.5166	4.1592
P28330	ACADL	False	5	0.768044	0.477213	15	0.2	1	0.013333	0	0.0	14	328.4653645731178	0	background	3.6956	3.756
Q53FZ2	ACSM3	False	5	0.768044	0.477213	17	0.8	2	0.047059	0	0.0	15	186.65568461434773	0	background	3.5449	3.9097
Q9BV79	MECR	False	5	0.768044	0.477213	26	1.0	4	0.038462	0	1e-05	22	1426.1142059187887	0	background	3.6179	4.1896
Q5VST6	ABHD17B	False	5	0.768028	0.477203	60	3.4	17	0.056667	0	3e-05	43	5136.471793007447	0	background	4.2427	5.3168
Q6PCB6	ABHD17C	False	5	0.768028	0.477203	8	1.4	3	0.175	0	0.0	5	28.128348916417544	0	background	2.361	3.6135
Q96GS6	ABHD17A	False	5	0.768028	0.477203	36	5.0	15	0.138889	0	1e-05	21	1717.6877651261848	0	background	2.9754	4.442
A0AVK6	E2F8	False	6	0.767831	0.428535	31	5.6667	13	0.182796	0	0.0	18	637.0228983301986	0	background	2.4493	4.1559
Q96AV8	E2F7	False	6	0.767831	0.428535	43	5.3333	11	0.124031	0	0.0	32	345.54424958976756	0	background	3.0257	4.6988
Q99856	ARID3A	False	6	0.767831	0.428535	323	20.6667	44	0.063984	0	0.00014	279	23467.978714831825	2	structural_hub	8.2208	7.5093
Q5BKT4	ALG10	False	4	0.767326	0.553509	53	3.0	6	0.056604	0	1e-05	47	948.3208273929081	0	background	4.5211	4.866
Q5I7T1	ALG10B	False	4	0.767326	0.553509	8	0.75	2	0.09375	0	0.0	6	50.91363847895792	0	background	3.5195	3.0628
A8K4G0	CD300LB	False	5	0.766963	0.476541	6	0.4	1	0.066667	4	0.0	5	34.301682807938334	1	pathway_bridge	7.3948	-0.3632
O95944	NCR2	False	5	0.766963	0.476541	2	1.4	2	0.7	4	0.0	0	12.329211882497201	4	specialist	0.7287	-0.2519
P43631	KIR2DS2	False	5	0.766963	0.476541	33	5.8	11	0.175757	4	2e-05	22	2525.678164405689	1	pathway_bridge	7.9474	0.9636
Q496F6	CD300E	False	5	0.766963	0.476541	13	0.8	2	0.061538	4	0.0	11	146.73838477822142	1	pathway_bridge	7.3239	0.599
Q96PK6	RBM14	False	5	0.766586	0.476307	558	70.6	127	0.126523	0	0.00042	431	68273.1310547574	2	structural_hub	10.7552	9.0486
O00445	SYT5	False	3	0.766202	0.697427	9	0.3333	1	0.037037	0	0.0	8	35.38422201640976	0	background	4.851	1.3659
P20718	GZMH	False	4	0.765318	0.55206	73	3.75	15	0.05137	2	1e-05	58	2167.416081406691	0	background	4.5989	5.0157
Q9NR09	BIRC6	False	5	0.764965	0.4753	253	17.8	59	0.070356	1	0.00035	194	57275.777931787816	2	structural_hub	10.5989	8.8579
O60894	RAMP1	False	7	0.763378	0.392299	32	1.2857	3	0.040179	6	2e-05	29	3015.335282268372	1	pathway_bridge	7.3524	1.2904
O60896	RAMP3	False	7	0.763378	0.392299	172	5.0	21	0.02907	6	0.00017	151	27449.802605898272	2	structural_hub	8.4625	7.4715
P10092	CALCB	False	7	0.763378	0.392299	10	1.1429	3	0.114286	6	0.0	7	221.18412954082785	1	pathway_bridge	7.4238	0.072
P30988	CALCR	False	7	0.763378	0.392299	6	0.2857	2	0.047619	6	0.0	4	12.269199834070832	1	pathway_bridge	7.2134	-0.3645
Q7Z4H4	ADM2	False	7	0.763378	0.392299	2	0.1429	1	0.071429	6	0.0	1	0.704034628337948	1	pathway_bridge	7.2379	-0.5013
P34896	SHMT1	False	5	0.762996	0.474076	92	3.8	15	0.041305	3	1e-05	77	2254.73458435218	1	pathway_bridge	4.5937	5.4139
Q9P0Z9	PIPOX	False	5	0.761955	0.473429	15	1.0	2	0.066667	6	0.0	12	400.7562098974752	1	pathway_bridge	7.4208	0.7292
Q9UKN5	PRDM4	False	3	0.759353	0.691193	21	5.3333	10	0.253968	0	0.0	11	207.57187765658756	4	specialist	2.8504	1.8451
Q0VD83	APOBR	False	3	0.759248	0.691097	3	0.0	0	0.0	0	0.0	3	2.4769516725543554	0	background	5.4765	-0.4278
A6NFX1	MFSD2B	False	4	0.757979	0.546766	15	0.5	2	0.033333	0	0.0	13	97.6671328967652	0	background	3.8376	3.4902
O15269	SPTLC1	False	4	0.757979	0.546766	167	12.0	23	0.071856	0	4e-05	144	5716.3422638378925	0	background	5.1268	5.9152
O15270	SPTLC2	False	4	0.757979	0.546766	94	4.25	9	0.045213	0	7e-05	85	10943.565411154841	0	background	5.637	6.0537
O94806	PRKD3	False	4	0.757979	0.546766	45	5.75	14	0.127777	0	0.0	31	648.3465007055604	0	background	3.7176	4.4414
P27544	CERS1	False	4	0.757979	0.546766	39	1.5	5	0.038462	0	1e-05	34	1033.5420127709644	0	background	4.3197	4.5939
Q06136	KDSR	False	4	0.757979	0.546766	116	10.5	32	0.090517	0	3e-05	84	4987.405296638796	0	background	5.146	5.5006
Q15139	PRKD1	False	4	0.757979	0.546766	174	13.25	40	0.076149	0	4e-05	134	6821.7637626598635	0	background	5.1785	5.9417
Q53FV1	ORMDL2	False	4	0.757979	0.546766	60	5.0	12	0.083334	0	1e-05	48	1917.6367203715113	0	background	4.2678	4.8671
Q5SGD2	PPM1L	False	4	0.757979	0.546766	23	0.5	2	0.021739	0	1e-05	21	1697.274175283271	0	background	4.0121	3.7972
Q6QHC5	DEGS2	False	4	0.757979	0.546766	2	0.0	0	0.0	0	0.0	2	4.960209087753353	0	background	5.1755	-0.8979
Q6ZMG9	CERS6	False	4	0.757979	0.546766	106	5.75	14	0.054245	0	5e-05	92	8324.024768381008	0	background	5.2557	5.9158
Q7L5A8	FA2H	False	4	0.757979	0.546766	45	2.25	4	0.05	0	1e-05	41	886.9357407486717	0	background	4.4065	4.7627
Q86VZ5	SGMS1	False	4	0.757979	0.546766	9	0.75	2	0.083333	0	0.0	7	8.52596702288461	0	background	3.5342	3.0932
Q8IU89	CERS3	False	4	0.757979	0.546766	52	5.0	10	0.096154	0	1e-05	42	1090.7651238983583	0	background	4.155	4.7622
Q8IVW8	SPNS2	False	4	0.757979	0.546766	75	5.0	16	0.066666	0	1e-05	59	1102.4879823408926	0	background	4.5912	4.9739
Q8N5B7	CERS5	False	4	0.757979	0.546766	38	2.0	7	0.052632	0	0.0	31	595.2465446998712	0	background	4.1682	4.5227
Q8NHU3	SGMS2	False	4	0.757979	0.546766	13	1.0	2	0.076923	0	0.0	11	100.49417210578325	0	background	3.5916	3.2605
Q969W0	SPTSSA	False	4	0.757979	0.546766	14	1.0	3	0.071429	0	0.0	11	417.74238308060217	0	background	3.5542	3.3457
Q96G23	CERS2	False	4	0.757979	0.546766	230	16.0	40	0.069565	0	0.00018	190	29724.079666344252	2	structural_hub	8.6966	7.4535
Q96LT4	SAMD8	False	4	0.757979	0.546766	4	0.0	0	0.0	0	0.0	4	59.29567932703099	0	background	5.047	-0.4746
Q9BZL6	PRKD2	False	4	0.757979	0.546766	246	15.75	46	0.064024	0	0.00061	200	99520.07165074136	2	structural_hub	11.4504	11.1712
Q9HA82	CERS4	False	4	0.757979	0.546766	65	3.5	8	0.053846	0	2e-05	57	4015.4421482788493	0	background	4.654	5.128
Q9NRA0	SPHK2	False	4	0.757979	0.546766	17	0.25	1	0.014706	0	0.0	16	397.6300199016772	0	background	3.9622	3.5334
Q9NUV7	SPTLC3	False	4	0.757979	0.546766	10	0.0	0	0.0	0	0.0	10	123.1603242165842	0	background	4.0433	3.0548
Q9P0S3	ORMDL1	False	4	0.757979	0.546766	68	3.75	9	0.055147	0	4e-05	59	6927.898232011398	0	background	5.0331	5.5192
Q9Y5P4	CERT1	False	4	0.757979	0.546766	55	3.25	9	0.059091	0	1e-05	46	2340.5006844309446	0	background	4.4642	4.9442
P48048	KCNJ1	False	3	0.757561	0.689562	4	0.0	0	0.0	0	0.0	4	2.8609093928637774	0	background	5.5014	-0.3792
Q15842	KCNJ8	False	3	0.757561	0.689562	49	2.0	3	0.040816	0	1e-05	46	2245.610239819518	0	background	5.3776	3.8081
P07306	ASGR1	False	3	0.757273	0.6893	55	8.3333	12	0.151515	0	3e-05	43	4477.778285014968	4	specialist	5.8367	3.9327
P07307	ASGR2	False	3	0.757273	0.6893	88	16.0	21	0.181818	0	0.00014	67	22863.75005984236	2	structural_hub	8.5783	6.7754
P07911	UMOD	False	3	0.757273	0.6893	5	0.0	0	0.0	0	0.0	5	105.4681461615324	0	background	5.4832	-0.2307
Q30201	HFE	False	3	0.753957	0.686281	114	3.3333	8	0.02924	0	4e-05	106	7062.695570115058	4	specialist	6.5695	5.4122
Q687X5	STEAP4	False	3	0.753957	0.686281	8	0.3333	1	0.041667	0	0.0	7	9.476498207679251	0	background	4.8292	1.3831
Q9UP52	TFR2	False	3	0.753957	0.686281	22	1.6667	3	0.075758	0	0.0	19	232.1230672435346	0	background	4.7768	2.8439
Q93033	CD101	False	4	0.753925	0.543842	6	1.0	3	0.166667	0	0.0	3	7.586234170291392	0	background	2.9022	3.0912
Q8WWM9	CYGB	False	4	0.753674	0.543661	12	0.5	1	0.041666	3	0.0	10	602.9650402586107	0	background	3.9966	3.3389
Q08AH1	ACSM1	False	3	0.752648	0.68509	8	0.3333	1	0.041667	0	0.0	7	59.92394560737392	0	background	4.8432	1.436
O14639	ABLIM1	False	5	0.752524	0.467569	172	14.6	37	0.084884	0	9e-05	135	15052.720854829502	4	specialist	6.31	6.5744
O94929	ABLIM3	False	5	0.752524	0.467569	35	2.4	8	0.068571	0	0.0	27	614.3168994048349	0	background	3.734	4.7382
Q6H8Q1	ABLIM2	False	5	0.752524	0.467569	16	0.4	1	0.025	0	0.0	15	186.59624644108737	0	background	3.5965	3.86
P52961	ART1	False	5	0.750969	0.466603	7	0.4	1	0.057143	0	0.0	6	499.2812105259712	0	background	3.4109	3.3571
P59666	DEFA3	False	5	0.750969	0.466603	4	0.0	0	0.0	0	0.0	4	0.6004467765845446	0	background	4.8715	-0.2826
Q01524	DEFA6	False	5	0.750969	0.466603	21	2.2	7	0.104762	0	0.0	14	677.6426679457867	0	background	3.0886	4.2218
O75106	AOC2	False	3	0.750649	0.68327	12	1.3333	2	0.111111	0	0.0	10	208.1212076245916	0	background	4.1851	2.2532
O75828	CBR3	False	3	0.750649	0.68327	43	2.6667	8	0.062016	0	0.0	35	486.84286839233005	0	background	5.1448	3.7559
P07099	EPHX1	False	3	0.750649	0.68327	117	5.3333	14	0.045584	0	6e-05	103	10332.311705572822	4	specialist	6.6935	5.6039
P16083	NQO2	False	3	0.750649	0.68327	28	0.6667	2	0.02381	0	0.0	26	446.6510197979227	0	background	5.1085	3.0226
P22760	AADAC	False	3	0.750649	0.68327	2	0.0	0	0.0	0	0.0	2	1.042925981523846	0	background	5.4932	-0.7236
P27338	MAOB	False	3	0.750649	0.68327	37	2.0	4	0.054054	0	1e-05	33	1037.0581362338778	0	background	5.2377	3.5754
P30838	ALDH3A1	False	3	0.750649	0.68327	73	5.0	13	0.068493	0	2e-05	60	3077.2490493201653	0	background	5.6037	4.4336
Q16853	AOC3	False	3	0.750649	0.68327	24	2.6667	6	0.111111	0	0.0	18	733.0903206422029	0	background	4.4178	2.6799
Q5VT66	MTARC1	False	3	0.750649	0.68327	68	4.3333	12	0.063726	0	2e-05	56	2505.967436369452	0	background	5.4932	4.3817
Q86WA6	BPHL	False	3	0.750649	0.68327	49	6.6667	17	0.136054	0	1e-05	32	996.3160160301456	0	background	4.9079	3.5098
Q969Z3	MTARC2	False	3	0.750649	0.68327	47	2.3333	6	0.049646	0	0.0	41	550.6702827174352	0	background	5.1908	3.743
Q96DG6	CMBL	False	3	0.750649	0.68327	86	5.0	13	0.05814	0	1e-05	73	1887.4046340167824	0	background	5.666	4.4385
Q99518	FMO2	False	3	0.750649	0.68327	3	0.3333	1	0.111111	0	0.0	2	2.1721898759890017	0	background	4.1267	1.3715
Q15121	PEA15	False	5	0.750205	0.466129	84	5.6	16	0.066667	1	3e-05	68	5283.563586671034	0	background	4.4119	5.5682
P35408	PTGER4	False	7	0.748929	0.384873	47	3.0	12	0.06383	6	2e-05	35	3073.366208859355	1	pathway_bridge	7.3882	1.4477
P43116	PTGER2	False	7	0.748929	0.384873	2	1.1429	2	0.571429	6	0.0	0	0.0	4	specialist	0.8202	0.1607
