gene1	gene2	annotation	direction	score	ann_class	shared_pathways	pathway_type	n_pathways_g1	n_pathways_g2	local_degree_g1	local_degree_g2	mean_local_degree	ratio_g1	ratio_g2	global_degree_g1	global_degree_g2	betweenness_g1	betweenness_g2	taxonomy_g1	taxonomy_g2	mean_global_degree	mean_betweenness
UBQLN2	UFD1	predicted	-	0.91	predicted	0	inter	4	21	40.75	17.286	29.018	0.0523	0.1035	779	167	0.003275084428168528	6.811322571440314e-05	structural_hub	pathway_bridge	473.0	0.0016715988269414657
UBQLN2	VCP	predicted	-	0.93	predicted	0	inter	4	63	40.75	97.937	69.343	0.0523	0.0695	779	1409	0.003275084428168528	0.00231215192215451	structural_hub	structural_hub	1094.0	0.0027936181751615193
UBR1	UCHL3	predicted	-	0.88	predicted	0	inter	4	7	22.25	20.571	21.411	0.0856	0.1143	260	180	0.0005892238055894387	0.0001258288479666145	pathway_bridge	pathway_bridge	220.0	0.0003575263267780266
UBR4	UBXN1	predicted	-	0.91	predicted	0	inter	12	8	41.917	19.75	30.833	0.131	0.0968	320	204	0.000978928208428231	4.915601829153465e-05	pathway_bridge	pathway_bridge	262.0	0.0005140421133598828
UBXN1	WIPF1	predicted	-	0.93	predicted	0	inter	8	19	19.75	11.421	15.586	0.0968	0.2596	204	44	4.915601829153465e-05	3.1535552794257372e-06	pathway_bridge	pathway_bridge	124.0	2.6154786785480192e-05
UHRF1	UHRF2	predicted	-	0.92	predicted	0	inter	6	5	27.667	21.0	24.333	0.1412	0.1615	196	130	7.445841480527499e-05	9.117410841884855e-06	pathway_bridge	background	163.0	4.1787912823579926e-05
UHRF1	XRCC2	predicted	-	0.89	predicted	0	inter	6	19	27.667	5.316	16.491	0.1412	0.2045	196	26	7.445841480527499e-05	7.984859191187508e-06	pathway_bridge	pathway_bridge	111.0	4.122163699823125e-05
ULBP1	ULBP2	predicted	-	0.9	predicted	0	inter	3	3	2.0	3.667	2.833	0.1333	0.131	15	28	2.9998782675232215e-07	4.882093684803605e-06	background	background	21.5	2.5910407557779637e-06
ULBP2	ULBP3	predicted	-	0.9	predicted	0	inter	3	3	3.667	13.667	8.667	0.131	0.224	28	61	4.882093684803605e-06	3.413779180365482e-05	background	background	44.5	1.950994274422921e-05
ULK3	WNK2	predicted	-	0.88	predicted	0	inter	3	3	9.333	4.0	6.667	0.1556	0.1143	60	35	2.2839485174985e-06	1.1149011933679034e-06	background	background	47.5	1.6994248554332017e-06
UNC13B	VAMP1	complex; input	-	1.0	complex	0	inter	8	5	4.0	4.8	4.4	0.0816	0.1067	49	45	2.1028306360700063e-05	5.751164669809123e-06	pathway_bridge	background	47.0	1.3389735515254593e-05
UNC13D	VAMP1	complex; input	-	1.0	complex	0	inter	3	5	2.333	4.8	3.567	0.0897	0.1067	26	45	3.0274916743800238e-06	5.751164669809123e-06	background	background	35.5	4.3893281720945735e-06
UPF1	USP10	predicted	-	0.89	predicted	0	inter	4	8	50.0	31.0	40.5	0.099	0.1	505	310	0.00018527396980107965	0.00029311734801085686	pathway_bridge	pathway_bridge	407.5	0.00023919565890596824
USF1	UVSSA	expression regulates	->	1.0	expression	0	inter	8	6	10.875	12.0	11.438	0.1359	0.3077	80	39	0.0001666439677977747	3.7079398873877595e-06	pathway_bridge	pathway_bridge	59.5	8.517595384258124e-05
USF1	XRCC6	expression regulates	->	1.0	expression	0	inter	8	17	10.875	69.941	40.408	0.1359	0.0762	80	918	0.0001666439677977747	0.0007830189674222714	pathway_bridge	pathway_bridge	499.0	0.00047483146761002307
USF1	ZNF175	expression regulates	->	1.0	expression	0	inter	8	3	10.875	2.0	6.438	0.1359	0.1667	80	12	0.0001666439677977747	9.15848329177388e-08	pathway_bridge	specialist	46.0	8.336777631534623e-05
USF1	ZNF460	expression regulates	->	1.0	expression	0	inter	8	3	10.875	32.667	21.771	0.1359	0.2284	80	143	0.0001666439677977747	6.096693716652258e-05	pathway_bridge	background	111.5	0.00011380545248214865
USF1	ZNF587	expression regulates	->	1.0	expression	0	inter	8	3	10.875	10.667	10.771	0.1359	0.0814	80	131	0.0001666439677977747	0.00013209287202464384	pathway_bridge	background	105.5	0.00014936841991120928
USF2	XRCC6	expression regulates	->	1.0	expression	0	inter	4	17	7.75	69.941	38.846	0.1722	0.0762	45	918	2.671897149415217e-06	0.0007830189674222714	background	pathway_bridge	481.5	0.0003928454322858433
USF2	ZNF175	expression regulates	->	1.0	expression	0	inter	4	3	7.75	2.0	4.875	0.1722	0.1667	45	12	2.671897149415217e-06	9.15848329177388e-08	background	specialist	28.5	1.381740991166478e-06
USF2	ZNF460	expression regulates	->	1.0	expression	0	inter	4	3	7.75	32.667	20.208	0.1722	0.2284	45	143	2.671897149415217e-06	6.096693716652258e-05	background	background	94.0	3.1819417157968896e-05
USF2	ZNF587	expression regulates	->	1.0	expression	0	inter	4	3	7.75	10.667	9.208	0.1722	0.0814	45	131	2.671897149415217e-06	0.00013209287202464384	background	background	88.0	6.738238458702953e-05
USF2	ZNF595	expression regulates	->	1.0	expression	0	inter	4	3	7.75	0.0	3.875	0.1722	nan	45	0	2.671897149415217e-06	0.0	background	unknown	22.5	1.3359485747076086e-06
USF2	ZNF718	expression regulates	->	1.0	expression	0	inter	4	3	7.75	4.0	5.875	0.1722	0.2667	45	15	2.671897149415217e-06	1.2378376007772067e-07	background	specialist	30.0	1.397840454746469e-06
USP1	USP12	predicted	-	0.92	predicted	0	inter	4	4	6.25	12.0	9.125	0.0488	0.1765	128	68	1.8289984028925158e-05	1.9412953822325084e-05	background	background	98.0	1.8851468925625123e-05
USP1	VRK1	predicted	-	0.93	predicted	0	inter	4	9	6.25	15.556	10.903	0.0488	0.0558	128	279	1.8289984028925158e-05	0.0001425427863144476	background	pathway_bridge	203.5	8.041638517168637e-05
USP10	USP39	predicted	-	0.91	predicted	0	inter	8	4	31.0	48.5	39.75	0.1	0.2225	310	218	0.00029311734801085686	9.24130581972531e-05	pathway_bridge	background	264.0	0.00019276520310405497
USP12	USP39	predicted	-	0.89	predicted	0	inter	4	4	12.0	48.5	30.25	0.1765	0.2225	68	218	1.9412953822325084e-05	9.24130581972531e-05	background	background	143.0	5.591300600978909e-05
USP24	USP45	predicted	-	0.89	predicted	0	inter	4	4	15.75	4.25	10.0	0.1358	0.1062	116	40	5.800176083117186e-05	3.4467700220269967e-06	background	background	78.0	3.072426542659943e-05
USP25	USP45	predicted	-	0.89	predicted	0	inter	4	4	27.5	4.25	15.875	0.2619	0.1062	105	40	5.201319812417845e-05	3.4467700220269967e-06	background	background	72.5	2.7729984073102725e-05
USP37	WAPL	predicted	-	0.88	predicted	0	inter	4	12	19.0	15.917	17.458	0.1624	0.0915	117	174	7.80509490815644e-06	5.3855024757367263e-05	background	pathway_bridge	145.5	3.0830059832761854e-05
USP42	USP45	predicted	-	0.89	predicted	0	inter	4	4	11.75	4.25	8.0	0.161	0.1062	73	40	3.1487095887211597e-06	3.4467700220269967e-06	background	background	56.5	3.297739805374078e-06
USP8	VPS4B	predicted	-	0.92	predicted	0	inter	14	10	17.286	16.0	16.643	0.1176	0.1739	147	92	7.739878366556601e-05	1.570180580792366e-05	pathway_bridge	pathway_bridge	119.5	4.655029473674484e-05
VAMP3	VTI1B	predicted	-	0.94	predicted	0	inter	28	4	21.679	6.0	13.839	0.0649	0.0283	334	212	0.00023584910295133677	0.00015173712102298483	pathway_bridge	background	273.0	0.0001937931119871608
VAMP7	VPS18	predicted	-	0.89	predicted	0	inter	12	7	10.583	14.143	12.363	0.0802	0.1131	132	125	7.482557366054965e-05	5.1444722579477004e-05	pathway_bridge	background	128.5	6.313514812001332e-05
VAMP7	VPS33A	predicted	-	0.89	predicted	0	inter	12	7	10.583	23.714	17.149	0.0802	0.1001	132	237	7.482557366054965e-05	7.222018576474102e-05	pathway_bridge	background	184.5	7.352287971264533e-05
VAMP7	VTI1B	predicted	-	0.97	predicted	0	inter	12	4	10.583	6.0	8.292	0.0802	0.0283	132	212	7.482557366054965e-05	0.00015173712102298483	pathway_bridge	background	172.0	0.00011328134734176723
VAMP8	VTI1B	predicted	-	0.97	predicted	0	inter	14	4	12.571	6.0	9.286	0.1232	0.0283	102	212	1.7733513934115152e-05	0.00015173712102298483	pathway_bridge	background	157.0	8.473531747855e-05
VAPA	YWHAE	predicted	-	0.9	predicted	0	inter	9	67	52.222	53.896	53.059	0.0754	0.046	693	1171	0.0007410286710497686	0.0017183853055274148	pathway_bridge	structural_hub	932.0	0.0012297069882885917
VDAC1	YWHAZ	predicted	-	0.92	predicted	0	inter	16	57	40.188	61.754	50.971	0.0753	0.0515	534	1200	0.0005192150432421507	0.0030927951039217846	pathway_bridge	structural_hub	867.0	0.0018060050735819676
VPS18	VTI1B	predicted	-	0.9	predicted	0	inter	7	4	14.143	6.0	10.071	0.1131	0.0283	125	212	5.1444722579477004e-05	0.00015173712102298483	background	background	168.5	0.00010159092180123092
VPS25	VPS26A	predicted	-	0.91	predicted	0	inter	8	3	10.125	14.0	12.062	0.1446	0.0843	70	166	0.00012669953634636018	4.5569889872264136e-05	background	background	118.0	8.613471310931216e-05
VPS25	VPS35	predicted	-	0.89	predicted	0	inter	8	3	10.125	29.0	19.562	0.1446	0.1094	70	265	0.00012669953634636018	0.0001231775556665529	background	background	167.5	0.00012493854600645652
VPS26A	VPS36	predicted	-	0.93	predicted	0	inter	3	8	14.0	10.375	12.188	0.0843	0.1886	166	55	4.5569889872264136e-05	6.455507560806373e-06	background	pathway_bridge	110.5	2.6012698716535254e-05
VPS26A	VPS4B	predicted	-	0.92	predicted	0	inter	3	10	14.0	16.0	15.0	0.0843	0.1739	166	92	4.5569889872264136e-05	1.570180580792366e-05	background	pathway_bridge	129.0	3.06358478400939e-05
VPS29	VPS35L	predicted	-	0.91	predicted	0	inter	3	3	12.667	8.333	10.5	0.0982	0.1852	129	45	3.560758479742462e-05	4.337231239510177e-06	background	background	87.0	1.9972408018467396e-05
VPS29	VPS39	predicted	-	0.9	predicted	0	inter	3	7	12.667	6.857	9.762	0.0982	0.1162	129	59	3.560758479742462e-05	1.2194648029785702e-05	background	background	94.0	2.390111641360516e-05
VPS29	VPS53	predicted	-	0.9	predicted	0	inter	3	4	12.667	13.0	12.833	0.0982	0.1215	129	107	3.560758479742462e-05	1.791673291028077e-05	background	background	118.0	2.6762158853852692e-05
VPS35	VPS36	predicted	-	0.93	predicted	0	inter	3	8	29.0	10.375	19.688	0.1094	0.1886	265	55	0.0001231775556665529	6.455507560806373e-06	background	pathway_bridge	160.0	6.481653161367963e-05
VPS39	VPS53	predicted	-	0.9	predicted	0	inter	7	4	6.857	13.0	9.929	0.1162	0.1215	59	107	1.2194648029785702e-05	1.791673291028077e-05	background	background	83.0	1.5055690470033236e-05
VPS52	XPO1	predicted	-	0.88	predicted	0	inter	4	65	12.25	73.462	42.856	0.0669	0.0492	183	1494	7.081357060571805e-05	0.003389783647629551	background	structural_hub	838.5	0.0017302986091176345
VRK1	XRCC5	predicted	-	0.89	predicted	0	inter	9	17	15.556	45.176	30.366	0.0558	0.0869	279	520	0.0001425427863144476	0.00028907574970026044	pathway_bridge	pathway_bridge	399.5	0.00021580926800735401
VRK1	XRCC6	predicted	-	0.89	predicted	0	inter	9	17	15.556	69.941	42.748	0.0558	0.0762	279	918	0.0001425427863144476	0.0007830189674222714	pathway_bridge	pathway_bridge	598.5	0.0004627808768683595
VTI1A	VTI1B	predicted	-	0.91	predicted	0	inter	5	4	15.4	6.0	10.7	0.22	0.0283	70	212	1.961416123309065e-05	0.00015173712102298483	background	background	141.0	8.567564112803774e-05
VTI1B	YKT6	predicted	-	0.9	predicted	0	inter	4	20	6.0	22.5	14.25	0.0283	0.0949	212	237	0.00015173712102298483	5.5353597871671675e-05	background	pathway_bridge	224.5	0.00010354535944732825
WBP4	WDR83	predicted	-	0.91	predicted	0	inter	4	5	44.5	14.4	29.45	0.4159	0.0758	107	190	4.418205251145036e-06	5.573975122509391e-05	background	background	148.5	3.0078978238119472e-05
WDR12	WDR5	predicted	-	0.9	predicted	0	inter	4	41	15.0	85.073	50.037	0.1079	0.0785	139	1084	2.452445522166564e-05	0.0018796118855553287	background	structural_hub	611.5	0.0009520681703884972
WDR83	XAB2	predicted	-	0.89	predicted	0	inter	5	15	14.4	40.333	27.367	0.0758	0.2241	190	180	5.573975122509391e-05	3.362084651130911e-05	background	pathway_bridge	185.0	4.468029886820151e-05
WDTC1	XPO1	predicted	-	0.91	predicted	0	inter	3	65	35.0	73.462	54.231	0.2258	0.0492	155	1494	6.267045499429782e-05	0.003389783647629551	background	structural_hub	824.5	0.0017262270513119244
WEE1	YEATS4	predicted	-	0.89	predicted	0	inter	17	8	11.059	27.375	19.217	0.1257	0.1547	88	177	1.5744441953051982e-05	7.233491194283853e-05	pathway_bridge	pathway_bridge	132.5	4.403967694794526e-05
WNK1	YWHAB	predicted	-	0.89	predicted	0	inter	3	68	8.0	49.721	28.86	0.0606	0.0506	132	983	5.345622627516674e-05	0.0020350204068709976	background	structural_hub	557.5	0.0010442383165730823
WNK1	YWHAE	predicted	-	0.93	predicted	0	inter	3	67	8.0	53.896	30.948	0.0606	0.046	132	1171	5.345622627516674e-05	0.0017183853055274148	background	structural_hub	651.5	0.0008859207659012907
WNK1	YWHAG	predicted	-	0.89	predicted	0	inter	3	61	8.0	55.689	31.844	0.0606	0.047	132	1185	5.345622627516674e-05	0.0015316310945257521	background	structural_hub	658.5	0.0007925436604004594
WNK1	YWHAZ	predicted	-	0.89	predicted	0	inter	3	57	8.0	61.754	34.877	0.0606	0.0515	132	1200	5.345622627516674e-05	0.0030927951039217846	background	structural_hub	666.0	0.0015731256650984757
WNK2	YWHAE	predicted	-	0.89	predicted	0	inter	3	67	4.0	53.896	28.948	0.1143	0.046	35	1171	1.1149011933679034e-06	0.0017183853055274148	background	structural_hub	603.0	0.0008597501033603914
WWOX	ZIC1	predicted	-	0.89	predicted	0	inter	10	5	37.6	6.8	22.2	0.0619	0.0602	607	113	0.00037254040857016477	0.0001241468160501862	pathway_bridge	background	360.0	0.0002483436123101755
YY1	ZBTB17	expression regulates	->	1.0	expression	0	inter	22	5	52.727	4.8	28.764	0.1204	0.1116	438	43	0.0003390482339075652	2.1510189804820582e-05	pathway_bridge	background	240.5	0.0001802792118561929
YY1	ZMYND8	expression regulates	->	1.0	expression	0	inter	22	6	52.727	31.667	42.197	0.1204	0.1568	438	202	0.0003390482339075652	4.7559626137069164e-05	pathway_bridge	background	320.0	0.00019330393002231716
ZBTB16	ZNF620	predicted	-	0.91	predicted	0	inter	7	3	21.429	7.333	14.381	0.1246	0.0894	172	82	0.00014856216810835856	1.8581798783442372e-05	pathway_bridge	background	127.0	8.357198344590047e-05
ZBTB17	ZNF398	predicted	-	0.88	predicted	0	inter	5	3	4.8	10.0	7.4	0.1116	0.2381	43	42	2.1510189804820582e-05	4.278771855802291e-06	background	background	42.5	1.2894480830311436e-05
ZEB1	ZNF70	expression regulates	->	1.0	expression	0	inter	17	3	15.353	6.0	10.676	0.0808	0.1667	190	36	2.4737332741090873e-05	1.3648688472580816e-06	pathway_bridge	specialist	113.0	1.3051100794174477e-05
ZEB1	ZNF750	expression regulates	->	1.0	expression	0	inter	17	3	15.353	10.0	12.676	0.0808	0.3704	190	27	2.4737332741090873e-05	1.9477915222431783e-07	pathway_bridge	specialist	108.5	1.2466055946657596e-05
ZEB2	ZNF274	expression regulated by	<-	1.0	expression	0	inter	16	3	11.75	7.0	9.375	0.1199	0.3889	98	18	2.0508780516823696e-05	2.4594126223229385e-06	pathway_bridge	specialist	58.0	1.1484096569573317e-05
ZFHX3	ZNF217	predicted	-	0.89	predicted	0	inter	4	13	18.5	9.231	13.865	0.1652	0.1014	112	91	2.247703282627754e-05	4.748120038676002e-05	background	pathway_bridge	101.5	3.4979116606518785e-05
ZFHX3	ZNF423	predicted	-	0.89	predicted	0	inter	4	4	18.5	9.5	14.0	0.1652	0.2436	112	39	2.247703282627754e-05	2.95553780986341e-06	background	background	75.5	1.2716285318070475e-05
ZFHX3	ZNF467	predicted	-	0.89	predicted	0	inter	4	3	18.5	3.667	11.083	0.1652	0.0211	112	174	2.247703282627754e-05	3.78383210725981e-05	background	background	143.0	3.015767694943782e-05
ZFP1	ZNF687	predicted	-	0.9	predicted	0	inter	3	6	10.667	16.833	13.75	0.227	0.1451	47	116	8.917729973510013e-06	1.1826322945110627e-05	background	background	81.5	1.037202645931032e-05
ZFP1	ZSCAN4	predicted	-	0.94	predicted	0	inter	3	3	10.667	0.667	5.667	0.227	0.0444	47	15	8.917729973510013e-06	1.0037530293673193e-07	background	background	31.0	4.509052638223373e-06
ZFP2	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	3.667	0.667	2.167	0.2444	0.0444	15	15	4.3131552999278186e-07	1.0037530293673193e-07	specialist	background	15.0	2.658454164647569e-07
ZFP28	ZSCAN10	predicted	-	0.91	predicted	0	inter	3	2	2.0	1.0	1.5	0.2857	0.25	7	4	1.0368410512183271e-08	1.2548032440736999e-08	specialist	background	5.5	1.1458221476460136e-08
ZFP28	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	2.0	0.667	1.333	0.2857	0.0444	7	15	1.0368410512183271e-08	1.0037530293673193e-07	specialist	background	11.0	5.53718567244576e-08
ZFP30	ZNF467	predicted	-	0.96	predicted	0	inter	3	3	5.667	3.667	4.667	0.4359	0.0211	13	174	7.894628970696415e-08	3.78383210725981e-05	background	background	93.5	1.895863368115253e-05
ZFP30	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	5.667	0.667	3.167	0.4359	0.0444	13	15	7.894628970696415e-08	1.0037530293673193e-07	background	background	14.0	8.966079632184803e-08
ZFP36L1	ZFP36L2	predicted	-	0.89	predicted	0	inter	3	3	8.667	19.0	13.833	0.2889	0.0913	30	208	1.0470658923342448e-06	0.00017910253737683397	background	background	119.0	9.00748016345841e-05
ZFP37	ZSCAN10	predicted	-	0.89	predicted	0	inter	3	2	1.0	1.0	1.0	0.2	0.25	5	4	1.6614113705027975e-08	1.2548032440736999e-08	specialist	background	4.5	1.4581073072882487e-08
ZFP37	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	1.0	0.667	0.833	0.2	0.0444	5	15	1.6614113705027975e-08	1.0037530293673193e-07	specialist	background	10.0	5.849470832087995e-08
ZFP69	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	0.0	0.667	0.333	0.0	0.0444	1	15	0.0	1.0037530293673193e-07	functional_connector	background	8.0	5.0187651468365965e-08
ZFP69B	ZSCAN10	predicted	-	0.89	predicted	0	inter	3	2	1.0	1.0	1.0	0.0769	0.25	13	4	5.354961672846316e-07	1.2548032440736999e-08	specialist	background	8.5	2.740220998626843e-07
ZFP69B	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	1.0	0.667	0.833	0.0769	0.0444	13	15	5.354961672846316e-07	1.0037530293673193e-07	specialist	background	14.0	3.179357351106818e-07
ZFPM1	ZNF217	predicted	-	0.89	predicted	0	inter	7	13	3.857	9.231	6.544	0.2967	0.1014	13	91	4.776848663521636e-07	4.748120038676002e-05	pathway_bridge	pathway_bridge	52.0	2.3979442626556093e-05
ZIC1	ZNF620	predicted	-	0.92	predicted	0	inter	5	3	6.8	7.333	7.067	0.0602	0.0894	113	82	0.0001241468160501862	1.8581798783442372e-05	background	background	97.5	7.136430741681428e-05
ZIC3	ZNF711	predicted	-	0.89	predicted	0	inter	3	3	4.0	9.0	6.5	0.1667	0.2368	24	38	6.302591200986074e-07	6.075263802709775e-07	background	background	31.0	6.188927501847924e-07
ZIM3	ZNF687	predicted	-	0.89	predicted	0	inter	3	6	2.0	16.833	9.417	0.5	0.1451	4	116	3.5354689800991264e-09	1.1826322945110627e-05	background	background	60.0	5.914929207045363e-06
ZIM3	ZSCAN10	predicted	-	0.89	predicted	0	inter	3	2	2.0	1.0	1.5	0.5	0.25	4	4	3.5354689800991264e-09	1.2548032440736999e-08	background	background	4.0	8.041750710418062e-09
ZIM3	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	2.0	0.667	1.333	0.5	0.0444	4	15	3.5354689800991264e-09	1.0037530293673193e-07	background	background	9.5	5.195538595841553e-08
ZKSCAN1	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	16.667	0.667	8.667	0.2347	0.0444	71	15	1.3304382285958584e-05	1.0037530293673193e-07	background	background	43.0	6.702378794447658e-06
ZKSCAN4	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	20.667	0.667	10.667	0.265	0.0444	78	15	2.267387316726417e-05	1.0037530293673193e-07	background	background	46.5	1.1387124235100451e-05
ZKSCAN7	ZSCAN10	predicted	-	0.89	predicted	0	inter	3	2	6.333	1.0	3.667	0.3519	0.25	18	4	2.288766268570774e-06	1.2548032440736999e-08	specialist	background	11.0	1.1506571505057556e-06
ZKSCAN7	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	6.333	0.667	3.5	0.3519	0.0444	18	15	2.288766268570774e-06	1.0037530293673193e-07	specialist	background	16.5	1.194570785753753e-06
ZKSCAN8	ZNF467	predicted	-	0.96	predicted	0	inter	3	3	30.667	3.667	17.167	0.2306	0.0211	133	174	4.9434320637998304e-05	3.78383210725981e-05	background	background	153.5	4.36363208552982e-05
ZKSCAN8	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	30.667	0.667	15.667	0.2306	0.0444	133	15	4.9434320637998304e-05	1.0037530293673193e-07	background	background	74.0	2.476734797046752e-05
ZMYM2	ZNF746	predicted	-	0.94	predicted	0	inter	17	3	16.235	29.667	22.951	0.0597	0.0933	272	318	0.00013289671835971497	4.853345678515748e-05	pathway_bridge	background	295.0	9.071508757243623e-05
ZMYM2	ZNF777	predicted	-	0.91	predicted	0	inter	17	3	16.235	15.333	15.784	0.0597	0.1581	272	97	0.00013289671835971497	1.3438745883778865e-05	pathway_bridge	background	184.5	7.316773212174692e-05
ZNF10	ZNF217	predicted	-	0.89	predicted	0	inter	3	13	4.0	9.231	6.615	0.3333	0.1014	12	91	1.1146367873276354e-07	4.748120038676002e-05	specialist	pathway_bridge	51.5	2.3796332032746394e-05
ZNF10	ZNF467	predicted	-	0.93	predicted	0	inter	3	3	4.0	3.667	3.833	0.3333	0.0211	12	174	1.1146367873276354e-07	3.78383210725981e-05	specialist	background	93.0	1.8974892375665433e-05
ZNF10	ZSCAN4	predicted	-	0.88	predicted	0	inter	3	3	4.0	0.667	2.333	0.3333	0.0444	12	15	1.1146367873276354e-07	1.0037530293673193e-07	specialist	background	13.5	1.0591949083474773e-07
ZNF100	ZNF467	predicted	-	0.96	predicted	0	inter	3	3	2.667	3.667	3.167	0.1333	0.0211	20	174	7.869407164127792e-07	3.78383210725981e-05	specialist	background	97.0	1.9312630894505438e-05
ZNF100	ZNF687	predicted	-	0.89	predicted	0	inter	3	6	2.667	16.833	9.75	0.1333	0.1451	20	116	7.869407164127792e-07	1.1826322945110627e-05	specialist	background	68.0	6.306631830761703e-06
ZNF100	ZSCAN4	predicted	-	0.91	predicted	0	inter	3	3	2.667	0.667	1.667	0.1333	0.0444	20	15	7.869407164127792e-07	1.0037530293673193e-07	specialist	background	17.5	4.4365800967475557e-07
ZNF101	ZNF467	predicted	-	0.97	predicted	0	inter	3	3	3.0	3.667	3.333	0.0909	0.0211	33	174	3.085642642668743e-06	3.78383210725981e-05	specialist	background	103.5	2.0461981857633422e-05
ZNF101	ZSCAN10	predicted	-	0.88	predicted	0	inter	3	2	3.0	1.0	2.0	0.0909	0.25	33	4	3.085642642668743e-06	1.2548032440736999e-08	specialist	background	18.5	1.5490953375547401e-06
ZNF114	ZSCAN4	predicted	-	0.88	predicted	0	inter	3	3	6.667	0.667	3.667	0.3333	0.0444	20	15	1.3345362496040545e-06	1.0037530293673193e-07	specialist	background	17.5	7.174557762703932e-07
ZNF12	ZNF687	predicted	-	0.89	predicted	0	inter	3	6	3.667	16.833	10.25	0.193	0.1451	19	116	4.0757658794838304e-07	1.1826322945110627e-05	specialist	background	67.5	6.116949766529505e-06
ZNF124	ZSCAN4	predicted	-	0.88	predicted	0	inter	3	3	4.0	0.667	2.333	0.0678	0.0444	59	15	2.3293512248546754e-05	1.0037530293673193e-07	specialist	background	37.0	1.1696943775741742e-05
ZNF133	ZSCAN4	predicted	-	0.88	predicted	0	inter	3	3	5.667	0.667	3.167	0.1954	0.0444	29	15	1.4647211177482594e-06	1.0037530293673193e-07	specialist	background	22.0	7.825482103424956e-07
ZNF138	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	1.667	0.667	1.167	0.0877	0.0444	19	15	7.628858243880766e-07	1.0037530293673193e-07	specialist	background	17.0	4.3163056366240426e-07
ZNF14	ZNF217	predicted	-	0.89	predicted	0	inter	3	13	2.667	9.231	5.949	0.3333	0.1014	8	91	9.185118992829634e-09	4.748120038676002e-05	specialist	pathway_bridge	49.5	2.3745192752876425e-05
ZNF14	ZNF467	predicted	-	0.94	predicted	0	inter	3	3	2.667	3.667	3.167	0.3333	0.0211	8	174	9.185118992829634e-09	3.78383210725981e-05	specialist	background	91.0	1.8923753095795464e-05
ZNF14	ZNF687	predicted	-	0.9	predicted	0	inter	3	6	2.667	16.833	9.75	0.3333	0.1451	8	116	9.185118992829634e-09	1.1826322945110627e-05	specialist	background	62.0	5.917754032051729e-06
ZNF14	ZSCAN10	predicted	-	0.89	predicted	0	inter	3	2	2.667	1.0	1.833	0.3333	0.25	8	4	9.185118992829634e-09	1.2548032440736999e-08	specialist	background	6.0	1.0866575716783315e-08
ZNF14	ZSCAN4	predicted	-	0.93	predicted	0	inter	3	3	2.667	0.667	1.667	0.3333	0.0444	8	15	9.185118992829634e-09	1.0037530293673193e-07	specialist	background	11.5	5.478021096478078e-08
ZNF140	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	1.0	0.667	0.833	0.1111	0.0444	9	15	1.1848260932827826e-07	1.0037530293673193e-07	specialist	background	12.0	1.0942895613250509e-07
ZNF143	ZNF217	predicted	-	0.89	predicted	0	inter	7	13	4.143	9.231	6.687	0.0702	0.1014	59	91	2.8366664296425422e-06	4.748120038676002e-05	pathway_bridge	pathway_bridge	75.0	2.5158933408201282e-05
ZNF154	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	1.0	0.667	0.833	0.037	0.0444	27	15	2.33024095532937e-06	1.0037530293673193e-07	specialist	background	21.0	1.215308129133051e-06
ZNF155	ZNF687	predicted	-	0.89	predicted	0	inter	3	6	0.0	16.833	8.417	0.0	0.1451	9	116	4.0145923992389525e-07	1.1826322945110627e-05	specialist	background	62.5	6.113891092517261e-06
ZNF157	ZNF217	predicted	-	0.89	predicted	0	inter	3	13	3.0	9.231	6.115	0.3333	0.1014	9	91	9.200509530001503e-10	4.748120038676002e-05	specialist	pathway_bridge	50.0	2.374106021885651e-05
ZNF157	ZNF423	predicted	-	0.89	predicted	0	inter	3	4	3.0	9.5	6.25	0.3333	0.2436	9	39	9.200509530001503e-10	2.95553780986341e-06	specialist	background	24.0	1.478228930408205e-06
ZNF157	ZNF467	predicted	-	0.94	predicted	0	inter	3	3	3.0	3.667	3.333	0.3333	0.0211	9	174	9.200509530001503e-10	3.78383210725981e-05	specialist	background	91.5	1.891962056177555e-05
ZNF160	ZNF687	predicted	-	0.89	predicted	0	inter	3	6	1.667	16.833	9.25	0.1667	0.1451	10	116	1.4607456181017151e-07	1.1826322945110627e-05	specialist	background	63.0	5.986198753460399e-06
ZNF160	ZSCAN4	predicted	-	0.89	predicted	0	inter	3	3	1.667	0.667	1.167	0.1667	0.0444	10	15	1.4607456181017151e-07	1.0037530293673193e-07	specialist	background	12.5	1.2322493237345173e-07
